stabbr,zip
KY,40503
KY,40504
KY,40505
KY,40506
KY,40508
KY,40509
KY,40511
KY,40514
KY,40517
KY,40601
KY,40744
KY,40769
KY,40823
KY,40831
KY,40906
KY,40962
KY,40965
KY,40977
KY,41017
KY,41018
KY,41042
KY,41056
KY,41071
KY,41073
KY,41099
KY,41101
KY,41143
KY,41169
KY,41339
KY,41385
KY,41501
KY,41503
KY,41653
KY,41701
KY,41749
KY,41844
KY,41858
KY,42001
KY,42002
KY,42066
KY,42071
KY,42101
KY,42103
KY,42104
KY,42141
KY,42164
KY,42240
KY,42241
KY,42301
KY,42303
KY,42420
KY,42431
KY,42501
KY,42701
KY,42718
KY,42728
OH,43015
OH,43022
OH,43023
OH,43026
OH,43029
OH,43050
OH,43055
OH,43064
OH,43078
OH,43081
OH,43082
OH,43110
OH,43113
OH,43123
OH,43125
OH,43130
OH,43201
OH,43207
OH,43209
OH,43210
OH,43211
OH,43213
OH,43214
OH,43215
OH,43216
OH,43219
OH,43220
OH,43222
OH,43224
OH,43228
OH,43229
OH,43230
OH,43231
OH,43232
OH,43235
OH,43240
OH,43302
OH,43311
OH,43403
OH,43420
OH,43502
OH,43512
OH,43528
OH,43537
OH,43551
OH,43560
OH,43604
OH,43605
OH,43606
OH,43613
OH,43614
OH,43615
OH,43616
OH,43623
OH,43701
OH,43725
OH,43762
OH,43920
OH,43950
OH,43952
OH,44004
OH,44011
OH,44017
OH,44021
OH,44022
OH,44026
OH,44035
OH,44047
OH,44052
OH,44060
OH,44070
OH,44074
OH,44077
OH,44087
OH,44092
OH,44094
OH,44095
OH,44102
OH,44103
OH,44106
OH,44107
OH,44109
OH,44112
OH,44113
OH,44114
OH,44115
OH,44116
OH,44118
OH,44119
OH,44120
OH,44121
OH,44122
OH,44124
OH,44125
OH,44126
OH,44128
OH,44129
OH,44130
OH,44131
OH,44136
OH,44137
OH,44139
OH,44141
OH,44143
OH,44147
OH,44203
OH,44212
OH,44221
OH,44224
OH,44234
OH,44240
OH,44242
OH,44256
OH,44260
OH,44266
OH,44272
OH,44305
OH,44306
OH,44310
OH,44313
OH,44319
OH,44320
OH,44321
OH,44325
OH,44333
OH,44406
OH,44429
OH,44432
OH,44446
OH,44460
OH,44483
OH,44484
OH,44503
OH,44505
OH,44509
OH,44512
OH,44515
OH,44555
OH,44601
OH,44646
OH,44663
OH,44667
OH,44677
OH,44685
OH,44691
OH,44702
OH,44705
OH,44709
OH,44710
OH,44718
OH,44720
OH,44805
OH,44839
OH,44846
OH,44857
OH,44870
OH,44875
OH,44883
OH,44901
OH,44903
OH,44905
OH,44906
OH,45005
OH,45011
OH,45014
OH,45036
OH,45040
OH,45042
OH,45044
OH,45056
OH,45066
OH,45069
OH,45103
OH,45106
OH,45118
OH,45133
OH,45177
OH,45202
OH,45203
OH,45204
OH,45206
OH,45207
OH,45208
OH,45211
OH,45212
OH,45213
OH,45215
OH,45219
OH,45220
OH,45221
OH,45223
OH,45224
OH,45227
OH,45230
OH,45233
OH,45236
OH,45237
OH,45239
OH,45240
OH,45241
OH,45242
OH,45245
OH,45246
OH,45249
OH,45255
OH,45314
OH,45315
OH,45342
OH,45356
OH,45373
OH,45384
OH,45385
OH,45387
OH,45402
OH,45408
OH,45414
OH,45417
OH,45420
OH,45424
OH,45426
OH,45429
OH,45431
OH,45433
OH,45435
OH,45439
OH,45440
OH,45459
OH,45469
OH,45501
OH,45504
OH,45505
OH,45551
OH,45601
OH,45619
OH,45631
OH,45638
OH,45640
OH,45648
OH,45661
OH,45662
OH,45674
OH,45680
OH,45701
OH,45750
OH,45764
OH,45801
OH,45804
OH,45805
OH,45806
OH,45807
OH,45810
OH,45817
OH,45822
OH,45840
OH,45875
OH,45891
IN,46001
IN,46012
IN,46013
IN,46016
IN,46032
IN,46060
IN,46112
IN,46123
IN,46131
IN,46135
IN,46143
IN,46202
IN,46204
IN,46208
IN,46214
IN,46218
IN,46219
IN,46222
IN,46224
IN,46227
IN,46237
IN,46239
IN,46240
IN,46241
IN,46250
IN,46256
IN,46268
IN,46278
IN,46322
IN,46323
IN,46324
IN,46342
IN,46360
IN,46375
IN,46383
IN,46385
IN,46391
IN,46394
IN,46408
IN,46409
IN,46410
IN,46513
IN,46516
IN,46517
IN,46526
IN,46530
IN,46534
IN,46545
IN,46556
IN,46590
IN,46601
IN,46634
IN,46635
IN,46703
IN,46750
IN,46803
IN,46804
IN,46805
IN,46808
IN,46809
IN,46815
IN,46825
IN,46835
IN,46901
IN,46902
IN,46904
IN,46952
IN,46953
IN,46962
IN,46989
IN,47129
IN,47130
IN,47150
IN,47172
IN,47203
IN,47243
IN,47250
IN,47302
IN,47303
IN,47306
IN,47374
IN,47404
IN,47405
IN,47577
IN,47591
IN,47630
IN,47660
IN,47710
IN,47712
IN,47715
IN,47722
IN,47802
IN,47803
IN,47807
IN,47809
IN,47876
IN,47901
IN,47904
IN,47905
IN,47907
IN,47933
IN,47978
MI,48017
MI,48033
MI,48035
MI,48036
MI,48040
MI,48047
MI,48060
MI,48061
MI,48066
MI,48067
MI,48071
MI,48075
MI,48076
MI,48080
MI,48083
MI,48084
MI,48085
MI,48088
MI,48089
MI,48092
MI,48098
MI,48101
MI,48103
MI,48105
MI,48108
MI,48109
MI,48116
MI,48124
MI,48126
MI,48127
MI,48128
MI,48150
MI,48152
MI,48154
MI,48161
MI,48170
MI,48180
MI,48184
MI,48185
MI,48187
MI,48188
MI,48193
MI,48195
MI,48197
MI,48201
MI,48202
MI,48204
MI,48206
MI,48207
MI,48220
MI,48221
MI,48226
MI,48228
MI,48237
MI,48238
MI,48239
MI,48304
MI,48307
MI,48309
MI,48313
MI,48315
MI,48322
MI,48326
MI,48329
MI,48331
MI,48334
MI,48341
MI,48344
MI,48377
MI,48423
MI,48439
MI,48473
MI,48502
MI,48503
MI,48504
MI,48507
MI,48508
MI,48603
MI,48609
MI,48625
MI,48629
MI,48640
MI,48653
MI,48708
MI,48710
MI,48801
MI,48823
MI,48824
MI,48843
MI,48846
MI,48858
MI,48859
MI,48867
MI,48885
MI,48901
MI,48910
MI,48911
MI,48912
MI,48915
MI,48917
MI,49002
MI,49003
MI,49006
MI,49008
MI,49009
MI,49015
MI,49017
MI,49022
MI,49032
MI,49036
MI,49047
MI,49076
MI,49080
MI,49085
MI,49104
MI,49201
MI,49202
MI,49221
MI,49224
MI,49242
MI,49283
MI,49307
MI,49401
MI,49422
MI,49423
MI,49441
MI,49442
MI,49454
MI,49456
MI,49503
MI,49504
MI,49506
MI,49508
MI,49509
MI,49512
MI,49519
MI,49525
MI,49544
MI,49546
MI,49601
MI,49686
MI,49707
MI,49715
MI,49770
MI,49783
MI,49829
MI,49855
MI,49908
MI,49930
MI,49931
MI,49938
IA,50010
IA,50011
IA,50023
IA,50112
IA,50125
IA,50126
IA,50131
IA,50140
IA,50158
IA,50219
IA,50266
IA,50309
IA,50311
IA,50312
IA,50316
IA,50321
IA,50322
IA,50323
IA,50325
IA,50401
IA,50436
IA,50501
IA,50588
IA,50613
IA,50614
IA,50677
IA,50701
IA,50703
IA,50801
IA,51041
IA,51102
IA,51103
IA,51104
IA,51106
IA,51201
IA,51250
IA,51334
IA,51360
IA,51503
IA,52001
IA,52003
IA,52004
IA,52045
IA,52101
IA,52132
IA,52136
IA,52142
IA,52205
IA,52240
IA,52242
IA,52245
IA,52247
IA,52314
IA,52402
IA,52404
IA,52406
IA,52501
IA,52557
IA,52577
IA,52627
IA,52641
IA,52655
IA,52722
IA,52733
IA,52801
IA,52803
IA,52806
IA,52807
WI,53005
WI,53015
WI,53022
WI,53024
WI,53045
WI,53058
WI,53072
WI,53073
WI,53094
WI,53097
WI,53121
WI,53132
WI,53140
WI,53141
WI,53142
WI,53144
WI,53182
WI,53186
WI,53190
WI,53201
WI,53202
WI,53203
WI,53207
WI,53210
WI,53212
WI,53214
WI,53217
WI,53220
WI,53221
WI,53222
WI,53224
WI,53225
WI,53226
WI,53228
WI,53233
WI,53234
WI,53403
WI,53511
WI,53546
WI,53547
WI,53548
WI,53562
WI,53566
WI,53590
WI,53701
WI,53704
WI,53706
WI,53708
WI,53711
WI,53713
WI,53715
WI,53717
WI,53718
WI,53719
WI,53809
WI,53818
WI,53913
WI,53963
WI,54022
WI,54115
WI,54119
WI,54135
WI,54157
WI,54220
WI,54303
WI,54304
WI,54305
WI,54307
WI,54311
WI,54313
WI,54401
WI,54403
WI,54474
WI,54481
WI,54494
WI,54501
WI,54601
WI,54602
WI,54650
WI,54701
WI,54702
WI,54751
WI,54806
WI,54821
WI,54843
WI,54871
WI,54880
WI,54901
WI,54903
WI,54911
WI,54912
WI,54914
WI,54915
WI,54935
WI,54936
WI,54956
WI,54971
MN,55012
MN,55033
MN,55044
MN,55057
MN,55063
MN,55066
MN,55068
MN,55076
MN,55101
MN,55102
MN,55104
MN,55105
MN,55106
MN,55108
MN,55109
MN,55110
MN,55112
MN,55113
MN,55119
MN,55120
MN,55121
MN,55125
MN,55128
MN,55303
MN,55305
MN,55306
MN,55330
MN,55337
MN,55344
MN,55347
MN,55375
MN,55379
MN,55387
MN,55401
MN,55402
MN,55403
MN,55404
MN,55405
MN,55414
MN,55415
MN,55416
MN,55420
MN,55423
MN,55425
MN,55426
MN,55428
MN,55430
MN,55431
MN,55432
MN,55433
MN,55434
MN,55435
MN,55438
MN,55445
MN,55446
MN,55447
MN,55449
MN,55454
MN,55455
MN,55720
MN,55731
MN,55744
MN,55746
MN,55792
MN,55802
MN,55807
MN,55811
MN,55812
MN,55901
MN,55902
MN,55904
MN,55905
MN,55906
MN,55912
MN,55987
MN,56001
MN,56003
MN,56073
MN,56082
MN,56187
MN,56201
MN,56241
MN,56258
MN,56267
MN,56301
MN,56303
MN,56308
MN,56321
MN,56374
MN,56387
MN,56401
MN,56470
MN,56537
MN,56557
MN,56560
MN,56562
MN,56563
MN,56601
MN,56633
MN,56649
MN,56701
MN,56716
SD,57007
SD,57042
SD,57069
SD,57078
SD,57103
SD,57104
SD,57105
SD,57107
SD,57108
SD,57117
SD,57197
SD,57201
SD,57262
SD,57301
SD,57401
SD,57555
SD,57701
SD,57703
SD,57706
SD,57752
SD,57799
ND,58072
ND,58076
ND,58102
ND,58103
ND,58108
ND,58201
ND,58202
ND,58257
ND,58301
ND,58316
ND,58318
ND,58335
ND,58405
ND,58436
ND,58501
ND,58504
ND,58506
ND,58538
ND,58601
ND,58701
ND,58707
ND,58763
ND,58801
MT,59022
MT,59043
MT,59101
MT,59102
MT,59255
MT,59301
MT,59330
MT,59401
MT,59405
MT,59417
MT,59501
MT,59521
MT,59526
MT,59601
MT,59625
MT,59701
MT,59715
MT,59717
MT,59718
MT,59725
MT,59801
MT,59808
MT,59812
MT,59840
MT,59855
MT,59901
IL,60004
IL,60012
IL,60014
IL,60015
IL,60016
IL,60030
IL,60045
IL,60048
IL,60056
IL,60060
IL,60061
IL,60064
IL,60067
IL,60076
IL,60077
IL,60085
IL,60090
IL,60101
IL,60106
IL,60108
IL,60115
IL,60118
IL,60120
IL,60123
IL,60126
IL,60133
IL,60137
IL,60139
IL,60143
IL,60148
IL,60150
IL,60160
IL,60162
IL,60165
IL,60171
IL,60173
IL,60178
IL,60181
IL,60187
IL,60192
IL,60201
IL,60208
IL,60302
IL,60305
IL,60402
IL,60404
IL,60406
IL,60409
IL,60411
IL,60426
IL,60431
IL,60435
IL,60446
IL,60451
IL,60452
IL,60453
IL,60455
IL,60457
IL,60463
IL,60465
IL,60467
IL,60473
IL,60477
IL,60484
IL,60487
IL,60504
IL,60506
IL,60515
IL,60517
IL,60523
IL,60527
IL,60532
IL,60540
IL,60542
IL,60543
IL,60554
IL,60561
IL,60601
IL,60602
IL,60603
IL,60604
IL,60605
IL,60606
IL,60607
IL,60609
IL,60610
IL,60612
IL,60613
IL,60615
IL,60616
IL,60617
IL,60618
IL,60621
IL,60622
IL,60625
IL,60626
IL,60628
IL,60629
IL,60630
IL,60631
IL,60632
IL,60634
IL,60637
IL,60638
IL,60639
IL,60640
IL,60642
IL,60647
IL,60652
IL,60654
IL,60655
IL,60656
IL,60657
IL,60659
IL,60660
IL,60707
IL,60714
IL,60803
IL,60804
IL,60901
IL,60914
IL,60915
IL,61021
IL,61032
IL,61081
IL,61108
IL,61114
IL,61201
IL,61244
IL,61265
IL,61270
IL,61301
IL,61348
IL,61401
IL,61455
IL,61462
IL,61520
IL,61530
IL,61602
IL,61603
IL,61611
IL,61614
IL,61615
IL,61625
IL,61635
IL,61701
IL,61702
IL,61761
IL,61764
IL,61790
IL,61801
IL,61820
IL,61821
IL,61822
IL,61832
IL,61920
IL,61938
IL,62002
IL,62025
IL,62026
IL,62028
IL,62035
IL,62056
IL,62205
IL,62208
IL,62221
IL,62226
IL,62234
IL,62246
IL,62254
IL,62278
IL,62298
IL,62301
IL,62305
IL,62450
IL,62454
IL,62521
IL,62522
IL,62523
IL,62626
IL,62650
IL,62656
IL,62702
IL,62703
IL,62704
IL,62707
IL,62712
IL,62769
IL,62794
IL,62801
IL,62837
IL,62846
IL,62863
IL,62896
IL,62901
IL,62918
IL,62946
IL,62992
MO,63010
MO,63011
MO,63017
MO,63026
MO,63031
MO,63033
MO,63040
MO,63042
MO,63043
MO,63045
MO,63050
MO,63074
MO,63077
MO,63080
MO,63084
MO,63090
MO,63102
MO,63103
MO,63105
MO,63107
MO,63108
MO,63110
MO,63113
MO,63114
MO,63118
MO,63119
MO,63121
MO,63122
MO,63124
MO,63126
MO,63127
MO,63128
MO,63129
MO,63130
MO,63132
MO,63134
MO,63135
MO,63136
MO,63141
MO,63143
MO,63144
MO,63146
MO,63301
MO,63303
MO,63304
MO,63344
MO,63376
MO,63385
MO,63401
MO,63435
MO,63501
MO,63601
MO,63640
MO,63701
MO,63703
MO,63801
MO,63851
MO,63857
MO,63901
MO,64014
MO,64055
MO,64057
MO,64067
MO,64068
MO,64079
MO,64081
MO,64083
MO,64089
MO,64093
MO,64106
MO,64108
MO,64109
MO,64110
MO,64111
MO,64112
MO,64114
MO,64116
MO,64117
MO,64118
MO,64120
MO,64127
MO,64129
MO,64131
MO,64132
MO,64133
MO,64136
MO,64137
MO,64138
MO,64145
MO,64147
MO,64152
MO,64153
MO,64156
MO,64433
MO,64468
MO,64506
MO,64507
MO,64601
MO,64683
MO,64701
MO,64735
MO,64772
MO,64801
MO,64804
MO,64836
MO,64850
MO,64870
MO,65020
MO,65026
MO,65051
MO,65101
MO,65109
MO,65201
MO,65202
MO,65203
MO,65211
MO,65215
MO,65216
MO,65233
MO,65248
MO,65251
MO,65270
MO,65301
MO,65340
MO,65401
MO,65409
MO,65483
MO,65536
MO,65583
MO,65584
MO,65613
MO,65685
MO,65726
MO,65746
MO,65775
MO,65802
MO,65803
MO,65804
MO,65806
MO,65807
MO,65897
KS,66002
KS,66006
KS,66035
KS,66045
KS,66046
KS,66048
KS,66061
KS,66062
KS,66067
KS,66102
KS,66112
KS,66203
KS,66204
KS,66210
KS,66211
KS,66212
KS,66213
KS,66214
KS,66215
KS,66219
KS,66224
KS,66226
KS,66502
KS,66503
KS,66506
KS,66601
KS,66604
KS,66606
KS,66611
KS,66621
KS,66701
KS,66720
KS,66749
KS,66762
KS,66801
KS,66901
KS,67005
KS,67042
KS,67059
KS,67062
KS,67063
KS,67117
KS,67124
KS,67156
KS,67203
KS,67206
KS,67207
KS,67210
KS,67211
KS,67212
KS,67213
KS,67226
KS,67260
KS,67301
KS,67337
KS,67357
KS,67401
KS,67420
KS,67456
KS,67460
KS,67501
KS,67530
KS,67579
KS,67601
KS,67701
KS,67735
KS,67801
KS,67846
KS,67901
NE,68005
NE,68008
NE,68025
NE,68039
NE,68046
NE,68071
NE,68106
NE,68108
NE,68111
NE,68112
NE,68114
NE,68123
NE,68124
NE,68127
NE,68131
NE,68134
NE,68137
NE,68154
NE,68164
NE,68178
NE,68182
NE,68198
NE,68333
NE,68421
NE,68434
NE,68467
NE,68501
NE,68504
NE,68506
NE,68508
NE,68510
NE,68516
NE,68526
NE,68583
NE,68588
NE,68702
NE,68787
NE,68802
NE,68849
NE,68901
NE,69025
NE,69101
NE,69337
NE,69341
NE,69361
LA,70001
LA,70002
LA,70003
LA,70005
LA,70043
LA,70053
LA,70056
LA,70058
LA,70062
LA,70084
LA,70087
LA,70112
LA,70114
LA,70118
LA,70119
LA,70122
LA,70123
LA,70124
LA,70125
LA,70126
LA,70131
LA,70148
LA,70301
LA,70310
LA,70360
LA,70363
LA,70380
LA,70395
LA,70401
LA,70402
LA,70403
LA,70427
LA,70433
LA,70441
LA,70457
LA,70458
LA,70460
LA,70501
LA,70503
LA,70506
LA,70508
LA,70510
LA,70526
LA,70535
LA,70546
LA,70560
LA,70570
LA,70582
LA,70586
LA,70601
LA,70605
LA,70607
LA,70616
LA,70714
LA,70726
LA,70737
LA,70748
LA,70760
LA,70764
LA,70778
LA,70802
LA,70803
LA,70805
LA,70806
LA,70808
LA,70809
LA,70813
LA,70815
LA,70816
LA,70817
LA,70836
LA,71052
LA,71055
LA,71103
LA,71105
LA,71106
LA,71107
LA,71108
LA,71109
LA,71111
LA,71115
LA,71118
LA,71134
LA,71201
LA,71202
LA,71203
LA,71209
LA,71220
LA,71221
LA,71241
LA,71245
LA,71270
LA,71272
LA,71273
LA,71282
LA,71291
LA,71292
LA,71295
LA,71301
LA,71302
LA,71327
LA,71334
LA,71359
LA,71360
LA,71373
LA,71446
LA,71449
LA,71458
LA,71463
LA,71483
LA,71497
AR,71601
AR,71603
AR,71635
AR,71655
AR,71656
AR,71701
AR,71730
AR,71731
AR,71753
AR,71801
AR,71802
AR,71832
AR,71854
AR,71901
AR,71913
AR,71923
AR,71953
AR,71998
AR,71999
AR,72012
AR,72032
AR,72034
AR,72035
AR,72076
AR,72104
AR,72110
AR,72112
AR,72114
AR,72116
AR,72117
AR,72118
AR,72143
AR,72201
AR,72202
AR,72204
AR,72205
AR,72207
AR,72209
AR,72210
AR,72211
AR,72212
AR,72227
AR,72301
AR,72316
AR,72335
AR,72342
AR,72401
AR,72450
AR,72455
AR,72476
AR,72501
AR,72503
AR,72556
AR,72601
AR,72653
AR,72701
AR,72703
AR,72712
AR,72756
AR,72761
AR,72762
AR,72764
AR,72801
AR,72802
AR,72830
AR,72901
AR,72903
AR,72908
AR,72913
OK,73008
OK,73013
OK,73018
OK,73019
OK,73020
OK,73034
OK,73036
OK,73038
OK,73050
OK,73069
OK,73095
OK,73096
OK,73099
OK,73104
OK,73106
OK,73107
OK,73108
OK,73110
OK,73111
OK,73114
OK,73115
OK,73116
OK,73118
OK,73120
OK,73127
OK,73128
OK,73132
OK,73134
OK,73139
OK,73142
OK,73149
OK,73159
OK,73160
OK,73162
OK,73170
OK,73401
OK,73460
OK,73501
OK,73505
OK,73521
OK,73533
OK,73624
OK,73703
OK,73717
OK,73737
OK,73764
OK,73801
OK,73939
OK,74006
OK,74011
OK,74012
OK,74017
OK,74023
OK,74030
OK,74055
OK,74063
OK,74074
OK,74075
OK,74078
OK,74104
OK,74105
OK,74106
OK,74107
OK,74115
OK,74116
OK,74120
OK,74129
OK,74132
OK,74133
OK,74134
OK,74135
OK,74145
OK,74146
OK,74171
OK,74331
OK,74347
OK,74354
OK,74361
OK,74362
OK,74401
OK,74403
OK,74447
OK,74462
OK,74464
OK,74465
OK,74469
OK,74501
OK,74525
OK,74571
OK,74578
OK,74601
OK,74653
OK,74701
OK,74743
OK,74745
OK,74801
OK,74802
OK,74804
OK,74820
OK,74868
OK,74883
OK,74953
OK,74955
OK,74959
OK,74960
TX,75001
TX,75006
TX,75020
TX,75038
TX,75039
TX,75040
TX,75041
TX,75042
TX,75043
TX,75050
TX,75051
TX,75052
TX,75061
TX,75062
TX,75063
TX,75067
TX,75069
TX,75075
TX,75080
TX,75081
TX,75090
TX,75093
TX,75104
TX,75110
TX,75115
TX,75116
TX,75134
TX,75149
TX,75150
TX,75160
TX,75165
TX,75201
TX,75202
TX,75204
TX,75206
TX,75207
TX,75208
TX,75209
TX,75211
TX,75214
TX,75215
TX,75217
TX,75220
TX,75224
TX,75227
TX,75229
TX,75231
TX,75234
TX,75235
TX,75237
TX,75241
TX,75243
TX,75244
TX,75246
TX,75247
TX,75248
TX,75251
TX,75275
TX,75390
TX,75402
TX,75429
TX,75455
TX,75460
TX,75494
TX,75503
TX,75599
TX,75602
TX,75607
TX,75633
TX,75662
TX,75670
TX,75672
TX,75701
TX,75702
TX,75708
TX,75751
TX,75765
TX,75766
TX,75798
TX,75799
TX,75801
TX,75902
TX,75904
TX,75951
TX,75961
TX,76006
TX,76010
TX,76011
TX,76012
TX,76013
TX,76015
TX,76017
TX,76018
TX,76021
TX,76039
TX,76040
TX,76053
TX,76059
TX,76086
TX,76092
TX,76102
TX,76103
TX,76105
TX,76107
TX,76109
TX,76112
TX,76115
TX,76116
TX,76117
TX,76129
TX,76132
TX,76137
TX,76180
TX,76201
TX,76203
TX,76205
TX,76240
TX,76308
TX,76310
TX,76384
TX,76401
TX,76437
TX,76470
TX,76504
TX,76513
TX,76528
TX,76543
TX,76549
TX,76645
TX,76705
TX,76706
TX,76708
TX,76711
TX,76798
TX,76801
TX,76903
TX,76904
TX,76909
TX,77002
TX,77004
TX,77005
TX,77006
TX,77008
TX,77021
TX,77022
TX,77024
TX,77026
TX,77027
TX,77029
TX,77030
TX,77032
TX,77035
TX,77036
TX,77038
TX,77040
TX,77041
TX,77042
TX,77043
TX,77054
TX,77055
TX,77056
TX,77057
TX,77058
TX,77060
TX,77061
TX,77063
TX,77065
TX,77067
TX,77068
TX,77069
TX,77071
TX,77073
TX,77074
TX,77079
TX,77081
TX,77082
TX,77083
TX,77084
TX,77087
TX,77090
TX,77091
TX,77092
TX,77098
TX,77099
TX,77204
TX,77340
TX,77373
TX,77381
TX,77384
TX,77446
TX,77477
TX,77488
TX,77501
TX,77502
TX,77505
TX,77511
TX,77520
TX,77546
TX,77550
TX,77554
TX,77555
TX,77566
TX,77587
TX,77591
TX,77598
TX,77627
TX,77630
TX,77640
TX,77656
TX,77701
TX,77705
TX,77706
TX,77802
TX,77803
TX,77807
TX,77833
TX,77840
TX,77843
TX,77845
TX,77901
TX,77902
TX,78028
TX,78040
TX,78041
TX,78102
TX,78130
TX,78155
TX,78201
TX,78203
TX,78204
TX,78207
TX,78209
TX,78212
TX,78213
TX,78215
TX,78216
TX,78217
TX,78218
TX,78221
TX,78224
TX,78226
TX,78228
TX,78229
TX,78230
TX,78232
TX,78238
TX,78249
TX,78250
TX,78251
TX,78259
TX,78283
TX,78363
TX,78404
TX,78410
TX,78412
TX,78414
TX,78415
TX,78416
TX,78501
TX,78502
TX,78503
TX,78504
TX,78520
TX,78521
TX,78539
TX,78550
TX,78560
TX,78572
TX,78577
TX,78586
TX,78596
TX,78599
TX,78613
TX,78626
TX,78628
TX,78660
TX,78664
TX,78666
TX,78681
TX,78701
TX,78702
TX,78704
TX,78705
TX,78712
TX,78723
TX,78724
TX,78726
TX,78727
TX,78728
TX,78729
TX,78730
TX,78731
TX,78735
TX,78745
TX,78752
TX,78753
TX,78757
TX,78758
TX,78759
TX,78801
TX,78852
TX,79008
TX,79016
TX,79072
TX,79103
TX,79106
TX,79109
TX,79121
TX,79226
TX,79336
TX,79401
TX,79407
TX,79409
TX,79410
TX,79411
TX,79414
TX,79423
TX,79430
TX,79549
TX,79556
TX,79602
TX,79605
TX,79697
TX,79698
TX,79699
TX,79703
TX,79705
TX,79720
TX,79762
TX,79764
TX,79832
TX,79903
TX,79907
TX,79912
TX,79915
TX,79924
TX,79925
TX,79927
TX,79930
TX,79935
TX,79936
TX,79968
CO,80002
CO,80003
CO,80010
CO,80011
CO,80012
CO,80014
CO,80017
CO,80021
CO,80027
CO,80031
CO,80111
CO,80112
CO,80120
CO,80122
CO,80123
CO,80124
CO,80134
CO,80138
CO,80160
CO,80202
CO,80203
CO,80204
CO,80206
CO,80208
CO,80210
CO,80212
CO,80214
CO,80215
CO,80217
CO,80218
CO,80220
CO,80221
CO,80222
CO,80223
CO,80226
CO,80227
CO,80228
CO,80229
CO,80230
CO,80231
CO,80233
CO,80234
CO,80236
CO,80239
CO,80246
CO,80247
CO,80301
CO,80302
CO,80305
CO,80309
CO,80401
CO,80501
CO,80523
CO,80525
CO,80528
CO,80538
CO,80631
CO,80632
CO,80639
CO,80701
CO,80751
CO,80840
CO,80866
CO,80903
CO,80906
CO,80907
CO,80909
CO,80910
CO,80911
CO,80915
CO,80916
CO,80918
CO,80919
CO,80920
CO,81001
CO,81004
CO,81005
CO,81050
CO,81052
CO,81082
CO,81101
CO,81102
CO,81231
CO,81301
CO,81328
CO,81416
CO,81501
CO,81504
CO,81506
CO,81601
CO,81648
WY,82001
WY,82007
WY,82009
WY,82071
WY,82072
WY,82240
WY,82435
WY,82501
WY,82601
WY,82801
WY,82902
ID,83202
ID,83209
ID,83221
ID,83301
ID,83318
ID,83338
ID,83402
ID,83404
ID,83440
ID,83460
ID,83501
ID,83605
ID,83642
ID,83651
ID,83686
ID,83687
ID,83704
ID,83705
ID,83709
ID,83713
ID,83714
ID,83725
ID,83814
ID,83815
ID,83843
ID,83844
UT,84003
UT,84010
UT,84015
UT,84020
UT,84032
UT,84037
UT,84041
UT,84042
UT,84043
UT,84047
UT,84057
UT,84058
UT,84066
UT,84070
UT,84074
UT,84088
UT,84095
UT,84101
UT,84102
UT,84105
UT,84106
UT,84107
UT,84111
UT,84112
UT,84115
UT,84117
UT,84118
UT,84119
UT,84120
UT,84123
UT,84129
UT,84321
UT,84322
UT,84401
UT,84403
UT,84404
UT,84405
UT,84408
UT,84501
UT,84601
UT,84602
UT,84604
UT,84606
UT,84627
UT,84651
UT,84660
UT,84720
UT,84721
UT,84770
UT,84780
UT,84790
AZ,85004
AZ,85006
AZ,85007
AZ,85012
AZ,85013
AZ,85014
AZ,85017
AZ,85018
AZ,85020
AZ,85021
AZ,85022
AZ,85027
AZ,85029
AZ,85032
AZ,85033
AZ,85034
AZ,85037
AZ,85040
AZ,85042
AZ,85043
AZ,85051
AZ,85053
AZ,85122
AZ,85128
AZ,85201
AZ,85202
AZ,85203
AZ,85206
AZ,85209
AZ,85210
AZ,85212
AZ,85222
AZ,85224
AZ,85225
AZ,85250
AZ,85251
AZ,85254
AZ,85255
AZ,85256
AZ,85257
AZ,85259
AZ,85261
AZ,85268
AZ,85281
AZ,85282
AZ,85283
AZ,85284
AZ,85286
AZ,85287
AZ,85301
AZ,85302
AZ,85306
AZ,85308
AZ,85323
AZ,85345
AZ,85365
AZ,85381
AZ,85392
AZ,85546
AZ,85552
AZ,85607
AZ,85634
AZ,85635
AZ,85704
AZ,85705
AZ,85706
AZ,85709
AZ,85710
AZ,85711
AZ,85712
AZ,85716
AZ,85719
AZ,85721
AZ,85745
AZ,86001
AZ,86004
AZ,86005
AZ,86011
AZ,86025
AZ,86301
AZ,86303
AZ,86314
AZ,86324
AZ,86403
AZ,86409
AZ,86426
AZ,86556
NM,87020
NM,87031
NM,87104
NM,87105
NM,87106
NM,87107
NM,87109
NM,87110
NM,87112
NM,87113
NM,87114
NM,87120
NM,87123
NM,87124
NM,87301
NM,87313
NM,87402
NM,87505
NM,87507
NM,87508
NM,87532
NM,87544
NM,87557
NM,87701
NM,87801
NM,88003
NM,88005
NM,88007
NM,88008
NM,88011
NM,88061
NM,88101
NM,88130
NM,88201
NM,88202
NM,88220
NM,88240
NM,88310
NM,88345
NM,88401
NV,89002
NV,89014
NV,89032
NV,89052
NV,89074
NV,89102
NV,89106
NV,89110
NV,89115
NV,89117
NV,89118
NV,89119
NV,89121
NV,89123
NV,89128
NV,89130
NV,89131
NV,89135
NV,89144
NV,89146
NV,89147
NV,89154
NV,89251
NV,89431
NV,89434
NV,89451
NV,89501
NV,89502
NV,89509
