"","ID_IPEDS","year","degree_bach","public","enroll_ftug","grant_state","grant_federal"
"16282",220631,2010,1,0,327,887169.22371,1230235.806924
"16283",220631,2014,1,0,250,721100.84475,666580.761
"16284",220631,2015,1,0,243,686634.648327,645539.981562
"16285",221582,2014,0,1,149,489403.04133,193363.335394
"16286",221582,2013,0,1,179,577425.505706,293560
"16287",221582,2015,0,1,142,489397.375664,39094.02
"16288",221582,2012,0,1,168,498406.44,172436.88
"16289",221582,2011,0,1,239,743118.998846,279477.487408
"16290",221582,2010,0,1,336,887799.22728,323363.61288
"16291",220394,2015,0,1,109,313422.385788,188890.4164
"16292",220394,2013,0,1,93,475578.883362,188033.013108
"16293",220394,2010,0,1,83,391087.352562,101288.316612
"16294",220394,2012,0,1,95,426760.425,177152.37936
"16295",220394,2011,0,1,105,471313.75788,202162.87644
"16296",220394,2014,0,1,70,362821.34175,131239.9998
"16297",219806,2011,1,0,445,812289.7746,1478036.6882
"16298",219806,2012,1,0,453,1014975.828126,1629974.079981
"16299",219806,2015,1,0,497,973849.354674,1662671.249533
"16300",219806,2010,1,0,427,1021164.153072,1384051.920384
"16301",219806,2014,1,0,488,986876.073568,1675104.89112
"16302",219806,2013,1,0,478,963875.506968,1895278.671398
"16303",220710,2014,1,0,334,1005820.629674,1079189.23032
"16304",220710,2011,1,0,293,632485.47843,1358830.562796
"16305",220710,2015,1,0,338,835540.303416,953416.118148
"16306",220710,2012,1,0,313,735831.72504,1421071.249368
"16307",220710,2013,1,0,349,840454.108389,1291020.8
"16308",220710,2010,1,0,277,737180.213847,1012659.223744
"16309",222062,2012,0,1,1320,3408845.75592,2194258.68288
"16310",222062,2010,0,1,1415,3717768.69072,1898126.69035
"16311",221050,2012,0,1,393,587261.642955,691483.787676
"16312",221050,2014,0,1,450,833110.1559,694942.4691
"16313",222062,2011,0,1,1356,3715828.184832,2124026.693652
"16314",222062,2015,0,1,1545,3890995.48869,4078708.83882
"16315",222062,2013,0,1,1196,3183635.040768,2112400.86616
"16316",222062,2014,0,1,1238,3024262.851452,2188284.878016
"16317",221050,2015,0,1,473,918262.651383,781393.307211
"16318",221050,2013,0,1,396,736266.738636,632592.387504
"16319",221050,2010,0,1,463,636999.55774,555524.4384
"16320",221050,2011,0,1,427,637335.08454,531850.163845
"16321",486442,2015,0,0,56,112018.036032,0
"16322",220552,2013,1,0,183,629703.221796,338780.403588
"16323",220552,2011,1,0,256,857317.416192,315871.062528
"16324",220552,2012,1,0,198,621519.784974,367144.976484
"16325",220552,2015,1,0,204,586883.218284,578355.072744
"16326",220552,2014,1,0,147,629985.21096,236692.916271
"16327",220552,2010,1,0,299,1320374.3124,449753.101525
"16328",220570,2011,0,0,60,172367.92704,0
"16329",220570,2012,0,0,55,138775.1101,0
"16330",220570,2013,0,0,47,145179.446142,0
"16331",220570,2010,0,0,55,132076.31778,0
"16332",220570,2014,0,0,21,62697.860505,0
"16333",475617,2013,1,0,126,521191.228572,0
"16334",221795,2011,1,0,57,115710,16957.5
"16335",221795,2010,1,0,69,176093.74839,16560
"16336",475617,2012,1,0,157,697459.301952,0
"16337",475617,2014,1,0,101,397943.2017,11639.239899
"16338",475617,2015,1,0,51,202170.375,12045.18
"16339",221625,2010,0,1,650,987725.83715,657880.509
"16340",221625,2013,0,1,539,1451625.134652,547961.12833
"16341",221625,2012,0,1,491,1163294.824445,676834.01388
"16342",221625,2011,0,1,442,1042503.554092,626999.919468
"16343",248660,2014,0,0,62,239558.08,0
"16344",467553,2011,0,0,39,148180.297122,0
"16345",467553,2014,0,0,30,112494.21102,0
"16346",221625,2015,0,1,536,1860835.496576,899156.79288
"16347",221625,2014,0,1,641,2024682.20178,450814.132098
"16348",467553,2013,0,0,47,215805.111452,0
"16349",467553,2012,0,0,53,195473.263446,0
"16350",248660,2013,0,0,12,38741.9985,0
"16351",248660,2015,0,0,26,109246.33109,0
"16352",221829,2010,0,0,172,180243.873656,0
"16353",221829,2011,0,0,159,233461.807227,0
"16354",221829,2015,0,0,154,304710.95424,0
"16355",221829,2014,0,0,130,307742.6625,0
"16356",221829,2013,0,0,109,263665.349004,0
"16357",221829,2012,0,0,129,224453.55,0
"16358",248660,2011,0,0,27,61611.220188,0
"16359",486716,2015,0,0,34,94332.893716,0
"16360",248660,2010,0,0,39,125934.243474,0
"16361",248660,2012,0,0,5,16575,0
"16362",366650,2014,1,0,41,154507.2741,0
"16363",366650,2013,1,0,49,176192.33016,1960
"16364",221795,2014,1,0,80,236212.9856,34755.55576
"16365",366650,2010,1,0,111,447905.202,2960.37
"16366",221795,2013,1,0,46,155973.78286,10120
"16367",474702,2012,1,0,17,77792,0
"16368",366650,2011,1,0,68,252103.890744,0
"16369",221795,2015,1,0,55,170794.97688,39748.5
"16370",474702,2011,1,0,25,118300.0038,0
"16371",221795,2012,1,0,38,118051.617836,23417.5
"16372",366650,2012,1,0,59,221609.35071,0
"16373",221643,2011,0,1,1771,4064751.567184,2150330.020685
"16374",221643,2015,0,1,2324,4609782.321984,6149495.33492
"16375",221643,2012,0,1,1728,3985811.94528,2794192.374528
"16376",221643,2014,0,1,1966,4383784.39165,3637326.127354
"16377",221643,2013,0,1,1900,4355246.1865,3228571.3406
"16378",221643,2010,0,1,1762,4185951.197688,1494658.733378
"16379",221759,2013,1,1,4261,5416778.592416,17412175.659208
"16380",221759,2012,1,1,4197,5490882.84735,17980517.079624
"16381",221759,2011,1,1,4175,5525982.34655,17627170.473
"16382",221759,2015,1,1,4700,5947442.886,16598813.5197
"16383",221759,2014,1,1,4689,6060840.42663,18336639.585096
"16384",221759,2010,1,1,4199,6167812.326923,16871217.40083
"16385",220473,2013,1,0,162,379208.881368,300001.751568
"16386",220473,2011,1,0,156,341648.098428,150244.131492
"16387",220473,2012,1,0,179,353688.975098,172827.590256
"16388",220473,2014,1,0,187,354096.22116,206848.186545
"16389",220473,2010,1,0,157,362189.163165,289638.753525
"16390",220473,2015,1,0,174,282409.52898,189661.0179
"16391",456940,2013,0,0,43,162548.032185,0
"16392",413884,2012,1,0,49,142893.511488,0
"16393",413884,2011,1,0,80,272564.9984,1600
"16394",413884,2013,1,0,82,259897.279312,0
"16395",456940,2012,0,0,47,176850.831456,0
"16396",456940,2011,0,0,97,491978.984906,0
"16397",456940,2014,0,0,68,344538.558612,0
"16398",413884,2010,1,0,112,421362.623584,5225.920224
"16399",456940,2015,0,0,60,274775.0001,0
"16400",413884,2014,1,0,93,382862.420274,0
"16401",456940,2010,0,0,58,222627.044328,2320
"16402",443890,2012,1,0,125,648075,0
"16403",443890,2010,1,0,126,612890.169066,0
"16404",443890,2011,1,0,113,551537.802856,0
"16405",219921,2011,0,1,134,553018.220832,239658.128464
"16406",219921,2015,0,1,136,377712.375952,251368.539968
"16407",219921,2012,0,1,108,444575.20896,213446.794896
"16408",219921,2010,0,1,172,743278.193856,325527.130512
"16409",219921,2014,0,1,117,462055.601007,219706.328205
"16410",219921,2013,0,1,101,402828.49696,187504.72947
"16411",222026,2010,0,0,74,251264.644358,0
"16412",220057,2011,0,1,615,1852216.67322,678444.955335
"16413",222026,2013,0,0,16,52011.52,0
"16414",222026,2015,0,0,8,22711.04,0
"16415",222026,2014,0,0,10,38500,0
"16416",222026,2011,0,0,35,128208.19375,0
"16417",220057,2013,0,1,419,1277062.27308,604773.302922
"16418",220057,2014,0,1,390,1269199.68318,574893.39102
"16419",220057,2012,0,1,570,1713814.32999,656578.04328
"16420",220057,2010,0,1,726,2308121.801832,585437.330808
"16421",220057,2015,0,1,528,1390640.305824,1314325.974192
"16422",222026,2012,0,0,16,50600.574496,0
"16423",221236,2012,0,1,200,1050247.0272,426595.0196
"16424",221236,2011,0,1,306,1237460.974272,494696.116044
"16425",221236,2010,0,1,181,876917.519132,358068.172476
"16426",221236,2013,0,1,237,1170666.767088,450861.817032
"16427",221236,2014,0,1,293,1392099.350346,622643.48244
"16428",221236,2015,0,1,416,1013161.96592,560631.709248
"16429",221388,2012,0,1,188,667718.5284,234164.456748
"16430",221388,2011,0,1,174,558851.222664,3480
"16431",221388,2015,0,1,106,524725.10928,192000.0048
"16432",221388,2014,0,1,130,639458.9838,177955.0227
"16433",221388,2013,0,1,162,529840.210284,245464.051104
"16434",221388,2010,0,1,147,462816.578406,4844.826
"16435",221634,2013,0,1,174,844054.139466,35914.642434
"16436",221634,2012,0,1,145,655249.7945,23200.00029
"16437",221634,2010,0,1,209,1007860.560597,27587.998746
"16438",221634,2014,0,1,223,1014556.0278,49060
"16439",221634,2015,0,1,181,804136.764455,401351.45616
"16440",221634,2011,0,1,243,1084551.68052,391732.000335
"16441",221485,2012,0,1,1278,4346071.596,819356.472
"16442",449764,2011,1,0,21,46997.19381,0
"16443",449764,2012,1,0,22,13662,16830
"16444",449764,2015,1,0,17,40798.9375,0
"16445",221485,2010,0,1,1798,6239116.827588,769580.413096
"16446",449764,2013,1,0,31,55122.427575,0
"16447",221485,2013,0,1,1394,4346533.573262,963057.57146
"16448",449764,2014,1,0,17,32427.991011,0
"16449",221485,2014,0,1,1430,4715078.1249,1170763.1364
"16450",221485,2011,0,1,1844,5588209.715248,805506.94116
"16451",221485,2015,0,1,2167,6526842.549832,3460787.06688
"16452",222105,2015,0,0,34,115151.276568,5502.4090264
"16453",220808,2012,1,0,68,152132.0038,113050
"16454",219833,2014,1,0,351,722344.052313,1326553.360704
"16455",222105,2013,0,0,31,52542.554844,0
"16456",222105,2014,0,0,40,80510,6003
"16457",219639,2011,1,0,35,50480.79365,145372.5
"16458",220808,2014,1,0,102,339452.971008,259281.632988
"16459",222105,2011,0,0,28,34172.355,0
"16460",219833,2013,1,0,264,519129.171792,1072278.1806
"16461",219833,2012,1,0,253,547837.289846,1056914.051688
"16462",220808,2011,1,0,94,325616.17155,229874.059116
"16463",220808,2010,1,0,76,215810.41966,107074.5
"16464",219833,2015,1,0,311,563541.838796,1094643.706724
"16465",222105,2012,0,0,24,42289.268784,0
"16466",219639,2014,1,0,70,169377.8121,394295.30588
"16467",222105,2010,0,0,22,29858.76707,0
"16468",219833,2010,1,0,288,713220.2496,1261092.882816
"16469",219639,2015,1,0,60,164832.61704,282929.90076
"16470",219639,2010,1,0,53,91278.11156,181701.66066
"16471",449764,2010,1,0,39,85225.570248,0
"16472",219639,2013,1,0,88,217296.994992,506999.69408
"16473",220808,2013,1,0,111,270714.00501,294045.297696
"16474",219833,2011,1,0,306,719187.122484,1117572.99345
"16475",220808,2015,1,0,80,292253.93056,225497.0568
"16476",219639,2012,1,0,66,178219.101786,360675.620184
"16477",220853,2012,0,1,569,1949563.807808,421893.623692
"16478",220853,2010,0,1,659,2465043.763378,593100
"16479",220853,2014,0,1,969,2517181.30008,1289769.944046
"16480",220853,2013,0,1,824,2937523.005696,1221465.391488
"16481",220853,2011,0,1,692,2569429.268592,593322.648332
"16482",220853,2015,0,1,1277,3222540.842688,2001022.556974
"16483",483744,2015,0,0,11,49032.9994,0
"16484",451538,2015,0,0,114,570285,0
"16485",451538,2014,0,0,255,1338711.75,0
"16486",451538,2011,0,0,74,403822.0108,0
"16487",451538,2012,0,0,89,493950,0
"16488",483744,2014,0,0,32,135790,0
"16489",451538,2013,0,0,93,524985,0
"16490",451538,2010,0,0,107,593850,0
"16491",459000,2015,0,0,39,180429.767973,1170
"16492",220941,2012,1,0,278,418519.949988,51765.5182
"16493",459000,2014,0,0,51,234306.75,1020
"16494",220941,2010,1,0,24,34388.449728,6760.000104
"16495",220941,2011,1,0,50,131374.9935,13000
"16496",459000,2013,0,0,53,223876.143964,0
"16497",459000,2010,0,0,68,364064.553864,0
"16498",459000,2012,0,0,45,177376.42377,0
"16499",459000,2011,0,0,61,253913.535231,0
"16500",221351,2012,1,0,554,500636.96382,772693.43346
"16501",221351,2011,1,0,545,615117.184825,757396.46151
"16502",221351,2014,1,0,507,474095.7,535881.180978
"16503",221351,2010,1,0,499,494022.981984,635068.0186
"16504",221351,2013,1,0,545,446744.32075,672671.304875
"16505",221351,2015,1,0,562,434993.06643,625943.105616
"16506",458803,2014,0,0,42,155420.475,2100
"16507",458803,2011,0,0,55,211524.848975,0
"16508",458803,2012,0,0,59,256980.24837,0
"16509",458803,2013,0,0,40,173407.29036,0
"16510",458803,2010,0,0,68,333603.040896,0
"16511",221290,2010,0,0,46,187412.550986,0
"16512",458803,2015,0,0,43,205131.712248,0
"16513",221290,2011,0,0,47,201547.75,0
"16514",221290,2012,0,0,33,116435.377608,0
"16515",221290,2013,0,0,9,25436.75625,0
"16516",443766,2010,1,0,6,11837.0001,0
"16517",443766,2013,1,0,4,5545,0
"16518",443766,2011,1,0,2,2775,0
"16519",443766,2012,1,0,2,5675,0
"16520",443766,2015,1,0,13,39120.163134,0
"16521",481225,2015,1,0,1,5725,0
"16522",481225,2014,1,0,3,5683.275,0
"16523",376668,2011,0,0,62,286750,0
"16524",376668,2012,0,0,31,152224.0027,0
"16525",376668,2010,0,0,59,335356,0
"16526",443766,2014,1,0,9,20405.952,0
"16527",376668,2013,0,0,26,127660,0
"16528",481225,2013,1,0,2,4971,0
"16529",376668,2014,0,0,7,16902.153534,0
"16530",482617,2013,1,0,3,8509.335,0
"16531",450517,2010,1,0,34,147767.44437,0
"16532",482617,2014,1,0,3,13999.9995,0
"16533",450517,2011,1,0,21,76735.678005,0
"16534",486530,2015,0,0,13,31464.644562,0
"16535",417789,2011,0,0,145,628131.62016,0
"16536",417789,2010,0,0,131,682867.754712,0
"16537",417789,2015,0,0,75,177574.147875,0
"16538",417789,2012,0,0,163,603830.074555,0
"16539",417789,2013,0,0,135,440804.87388,1350
"16540",417789,2014,0,0,109,378512.559174,0
"16541",220604,2014,1,0,145,820846.03124,181870.284625
"16542",220604,2012,1,0,175,461846.3633,115544.71565
"16543",220604,2013,1,0,159,442228.519278,103907.489775
"16544",220604,2010,1,0,207,469148.940414,136700.2125
"16545",220604,2015,1,0,183,1010845.076787,327121.882776
"16546",220604,2011,1,0,183,462055.76853,137221.905108
"16547",459073,2012,0,0,45,161943.15312,0
"16548",459073,2014,0,0,42,160889.521884,0
"16549",459073,2015,0,0,35,149389.31301,0
"16550",459073,2013,0,0,42,168557.15898,0
"16551",459073,2011,0,0,41,155511.55557,0
"16552",459073,2010,0,0,44,214538.044952,0
"16553",412599,2011,0,0,333,1407915.675,32247.72
"16554",440873,2014,0,0,89,464478.878556,0
"16555",440873,2010,0,0,92,475794.353552,4660.719816
"16556",440873,2012,0,0,94,489772.044882,4228.119906
"16557",440873,2013,0,0,73,391882.065894,2920.365
"16558",440873,2011,0,0,173,926034.09552,10380
"16559",412599,2013,1,0,268,1154509.738344,28569.430872
"16560",412599,2012,0,0,285,1188585.793665,28399.87608
"16561",412599,2010,1,0,300,1421006.9394,53200.6056
"16562",412599,2015,1,0,175,583717.14555,1239
"16563",440873,2015,0,0,98,514094.68278,1960
"16564",412599,2014,1,0,251,1059984.478732,9558.39375
"16565",456029,2011,0,0,72,160332.950952,0
"16566",455567,2014,0,0,44,154363.624272,11484
"16567",416670,2014,0,0,146,514620.620712,0
"16568",455567,2015,0,0,52,234403.65,901.68
"16569",456029,2014,0,0,52,172642.59402,0
"16570",456029,2012,0,0,46,141627.33598,0
"16571",456029,2010,0,0,92,132986.231196,0
"16572",416670,2010,0,0,98,315875.56,0
"16573",455567,2011,0,0,77,364501.586757,1848
"16574",416670,2015,0,0,90,193935.8853,0
"16575",455567,2010,0,0,45,180990.64737,1200.6
"16576",416670,2011,0,0,110,397573.90695,0
"16577",455567,2013,0,0,46,186082.68496,0
"16578",416670,2013,0,0,161,450449.372268,0
"16579",456029,2013,0,0,34,74290.073984,0
"16580",455567,2012,0,0,41,202263.601083,512.5
"16581",456029,2015,0,0,38,107337.41953,0
"16582",416670,2012,0,0,149,653950.57,0
"16583",445601,2011,0,0,292,834368.8665,2920
"16584",445601,2012,0,0,244,1000382.77116,0
"16585",445601,2010,0,0,628,2471416.74972,14643.166432
"16586",219903,2012,0,0,1625,6411039.49525,274039.432875
"16587",219903,2014,0,0,1427,5633264.031524,240939.701613
"16588",219903,2010,0,0,1103,3702411.47715,295529.794572
"16589",219903,2011,0,0,1123,4427526.467744,189126.994932
"16590",219903,2015,0,0,1529,6037078.365384,258423.557337
"16591",219903,2013,0,0,1459,5758410.528818,246166.161057
"16592",220862,2013,1,1,2088,5143071.897432,8477561.397672
"16593",220862,2012,1,1,2194,5059472.205886,8703364.03184
"16594",220862,2010,1,1,2386,6741350.45254,8125899.584766
"16595",220862,2014,1,1,2317,5835990.256824,9143969.683212
"16596",220862,2015,1,1,2053,4959566.3662,7216263.7944
"16597",220862,2011,1,1,2497,6648223.09734,9632600.761476
"16598",219718,2010,1,0,421,539124.422496,562681.067442
"16599",220756,2012,0,1,124,509895.764632,406611.074432
"16600",219718,2014,1,0,490,1275083.51936,1177845.44829
"16601",219718,2015,1,0,491,1486994.760888,1356549.66748
"16602",219718,2013,1,0,550,1659354.67995,1105012.6439
"16603",220756,2010,0,1,233,474105.894784,387495.0071
"16604",219718,2011,1,0,804,668600.508288,662878.728924
"16605",220756,2014,0,1,110,262370.00273,127194.25323
"16606",219718,2012,1,0,725,2415254.1714,1126933.5504
"16607",220756,2013,0,1,96,196934.976,95645.79072
"16608",220756,2011,0,1,175,341650.015,322093.9925
"16609",220756,2015,0,1,103,265551.838776,178744.689093
"16610",221768,2013,1,1,1301,3040710.673156,5582213.13756
"16611",221768,2011,1,1,1290,2943093.7458,5613750.3792
"16612",221768,2012,1,1,1315,3102206.82949,5770576.516225
"16613",221768,2015,1,1,1010,2174009.88838,3896284.94264
"16614",221768,2010,1,1,1275,3495175.03125,5236761.1716
"16615",221768,2014,1,1,1174,2730286.0393,5196873.19984
"16616",221281,2013,0,1,257,1263243.876254,491648.929992
"16617",221281,2011,0,1,321,1593263.141217,624479.341068
"16618",221281,2010,0,1,363,1579074.181971,104912.7341295
"16619",221281,2015,0,1,256,1086841.8048,549726.863616
"16620",221281,2014,0,1,276,1363740.393708,544616.665212
"16621",221281,2012,0,1,347,1702773.021114,380430.657344
"16622",458821,2015,0,0,28,121799.991292,0
"16623",220598,2011,1,0,599,3755147.918755,551828.75
"16624",220400,2011,0,1,985,2887771.52784,1160625.370965
"16625",220400,2014,0,1,783,2348105.3442,1289037.68631
"16626",220400,2012,0,1,792,2339684.532504,1149295.1976
"16627",221616,2010,0,1,641,2407249.040802,1209058.71264
"16628",220400,2010,0,1,1013,3323521.153998,993939.30083
"16629",220400,2013,0,1,748,2261707.849808,1027805.064616
"16630",221616,2011,0,1,474,1776178.27233,803651.382648
"16631",222099,2015,0,0,175,683523.311625,39799.242525
"16632",222099,2012,0,0,231,690397.948548,27951
"16633",458821,2012,0,0,55,250855.60192,0
"16634",221616,2013,0,1,383,1377113.71994,714995.607346
"16635",221616,2012,0,1,541,2128595.14224,1097848.10269
"16636",220598,2010,1,0,696,3704278.71288,810268.595136
"16637",220400,2015,0,1,1039,2940903.430912,2778833.104152
"16638",458821,2010,0,0,61,317416.11812,0
"16639",221616,2015,0,1,550,2042842.4093,1066449.96425
"16640",222099,2010,0,0,406,1219991.627722,46255.999804
"16641",458821,2013,0,0,52,248864.0024,0
"16642",220598,2013,1,0,405,2190734.894205,371551.0338
"16643",222099,2011,0,0,312,950956.024512,42380.00208
"16644",221616,2014,0,1,534,1529191.3428,944089.601904
"16645",458821,2014,0,0,44,175522.045776,0
"16646",220598,2012,1,0,324,1576659.821832,347417.485884
"16647",220598,2014,1,0,312,1858847.734224,286430.966016
"16648",222099,2013,0,0,158,514171.037376,26049.855
"16649",222099,2014,0,0,136,482821.551784,23460
"16650",458821,2011,0,0,40,166747.43712,0
"16651",220598,2015,1,0,444,2134170.067848,818174.247204
"16652",221971,2013,1,0,472,693362.033448,1761221.683584
"16653",221971,2012,1,0,422,718723.508472,1488916.091648
"16654",221971,2011,1,0,470,811786.72788,1393409.65095
"16655",221971,2015,1,0,338,533597.322752,1034394.528258
"16656",221971,2010,1,0,489,950863.164072,1425622.95204
"16657",221971,2014,1,0,328,515751.629312,989398.621208
"16658",448141,2012,0,0,14,66475.109904,980
"16659",448141,2010,0,0,55,125764.741575,275
"16660",448141,2013,0,0,20,75141,0
"16661",448141,2011,0,0,23,80383.169499,0
"16662",221430,2011,0,1,236,871805.45004,424947.812936
"16663",221430,2012,0,1,259,816753.4697,394680.295037
"16664",221430,2013,0,1,284,790179.525248,384707.894976
"16665",221430,2015,0,1,290,938491.22734,326575.25472
"16666",221430,2014,0,1,245,822264.5214,348880
"16667",221430,2010,0,1,294,866545.112076,471517.2
"16668",220215,2011,1,0,384,760675.748352,983244.370176
"16669",220215,2012,1,0,321,501958.095906,776902.132665
"16670",220215,2014,1,0,340,503005.51728,662390.66696
"16671",220215,2010,1,0,371,829175.67306,976066.028427
"16672",220215,2015,1,0,292,508288.565088,704565.553744
"16673",220215,2013,1,0,355,572580.0822,913505.991825
"16674",451529,2011,0,0,59,111468.716638,0
"16675",451529,2012,0,0,23,66374.923957,0
"16676",451529,2013,0,0,13,30710.290299,0
"16677",451529,2014,0,0,11,49840.0012,0
"16678",451529,2010,0,0,42,132720.872508,0
"16679",451529,2015,0,0,22,100802.68968,0
"16680",219587,2013,0,0,45,149289.39981,0
"16681",219587,2014,0,0,41,116092.935,0
"16682",219587,2010,0,0,56,178739.96084,0
"16683",219587,2015,0,0,44,104047.68,0
"16684",219587,2011,0,0,48,148050.005856,0
"16685",219587,2012,0,0,59,140567.448021,0
"16686",428073,2015,0,0,19,84731.45,0
"16687",428073,2014,0,0,20,90320,0
"16688",428073,2010,0,0,19,82555,0
"16689",428073,2013,0,0,19,95456.95,0
"16690",428073,2011,0,0,20,99000,0
"16691",428073,2012,0,0,18,88110,0
"16692",219888,2013,0,1,781,1776674.81332,1181424.457532
"16693",219888,2011,0,1,883,2083261.348125,1173819.012465
"16694",448150,2013,0,0,54,198880.28199,0
"16695",448150,2012,0,0,73,277696.78807,0
"16696",448150,2014,0,0,45,198848.25,0
"16697",219888,2015,0,1,1246,2454870.9444,2299319.514436
"16698",219888,2012,0,1,833,1828329.58385,1240384.3977
"16699",448150,2010,0,0,101,374897.220569,0
"16700",448150,2011,0,0,81,266256.394137,0
"16701",448150,2015,0,0,47,167455.41875,0
"16702",219888,2014,0,1,731,1590548.85002,1192528.23898
"16703",219888,2010,0,1,892,2092250.921544,1180209.16048
"16704",220321,2011,0,1,445,501097.19306,11456.525
"16705",220321,2015,0,1,403,1034740.59156,539545.29824
"16706",220321,2010,0,1,471,565452.098511,399827.35485
"16707",220321,2012,0,1,273,721091.977788,302771.462994
"16708",220321,2014,0,1,398,1307751.353956,527257.418832
"16709",220321,2013,0,1,243,895618.197828,309630.239874
"16710",444468,2015,0,0,9,20512.050201,0
"16711",444468,2014,0,0,7,19231.8,0
"16712",444468,2011,0,0,17,67110.0075,0
"16713",444468,2010,0,0,16,59030.806752,0
"16714",444468,2013,0,0,16,64932.938752,2672.64
"16715",444468,2012,0,0,12,55278,0
"16716",220701,2011,1,0,360,1185089.4666,1053183.48012
"16717",220701,2012,1,0,281,960624.93648,972268.49182
"16718",221333,2012,0,1,238,651077.9884,274224.0046
"16719",220701,2014,1,0,447,628260.448473,655720.2132
"16720",221333,2010,0,1,328,1094752.443264,488482.0032
"16721",221333,2015,0,1,269,658294.410204,463874.83344
"16722",220701,2013,1,0,335,587432.51985,580472.098555
"16723",221333,2013,0,1,237,637863.309216,243222.515106
"16724",220701,2010,1,0,263,67197.144876,102322.381029
"16725",221333,2011,0,1,236,605362.73152,259430.0092
"16726",220701,2015,1,0,275,427922.2794,462743.733375
"16727",221333,2014,0,1,235,513335.418225,310827.89556
"16728",220765,2010,0,0,459,1184868.632178,14708.655
"16729",418870,2010,0,0,198,439743.159504,4455
"16730",418870,2012,0,0,20,76293.999,0
"16731",220765,2015,0,0,192,765761.67936,0
"16732",418870,2015,0,0,49,227103.023224,37754.5
"16733",418870,2011,0,0,65,292658.17035,2600
"16734",376631,2011,0,0,22,59483.347352,0
"16735",418870,2013,0,0,39,205247.663712,35499.75
"16736",376631,2014,0,0,28,92414.322308,0
"16737",220765,2011,0,0,463,1231300.149836,0
"16738",376631,2010,0,0,25,80439.9979,0
"16739",376631,2013,0,0,27,91959.651675,0
"16740",220765,2013,0,0,390,1033518.15216,0
"16741",220765,2012,0,0,462,1520380.975806,10994.060154
"16742",220765,2014,0,0,262,638374.086792,0
"16743",418870,2014,0,0,34,153180.682528,0
"16744",376631,2015,0,0,18,46282.86,0
"16745",376631,2012,0,0,23,61556.625,0
"16746",221847,2014,1,1,1875,3017543.88,8188568.431875
"16747",221847,2015,1,1,1577,2551746.767265,6449324.491926
"16748",221847,2011,1,1,1951,3222531.904371,8241149.921442
"16749",221847,2013,1,1,2161,3511003.211148,9184487.68839
"16750",221847,2010,1,1,1899,3732036.546789,7864328.299311
"16751",221847,2012,1,1,2046,3156490.094472,8392362.52239
"16752",221591,2013,0,1,235,1034494.64586,364025.6455
"16753",221591,2011,0,1,279,1312964.576775,331360.52706
"16754",446543,2010,0,0,30,98706.18582,0
"16755",446543,2013,0,0,51,194112.1098,20994.66
"16756",446543,2014,0,0,46,159329.625,10990.32
"16757",221591,2010,0,1,147,663525.2925,246121.305171
"16758",446543,2012,0,0,50,176075.0002,0
"16759",446543,2011,0,0,40,117380,0
"16760",221591,2012,0,1,232,942110.4778,425262.035016
"16761",221591,2014,0,1,180,790491.9879,265657.39452
"16762",221591,2015,0,1,259,1001098.594083,642039.056225
"16763",220640,2010,0,1,280,586461.52124,300409.03032
"16764",220640,2014,0,1,259,551628.781704,205228.014663
"16765",220640,2015,0,1,329,728628.317802,424568.388496
"16766",220640,2012,0,1,246,638074.32768,287664.465024
"16767",220640,2013,0,1,287,622280.073324,242618.494496
"16768",220640,2011,0,1,259,596532.463296,250426.68042
